F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
-266.37,1248.45,237.84,-26.7,17129.76,USA,3410.8,188.47,Medium,563.07,-293.13,-614.56,-30.3,-94.1,-2155.84,-28.31,-527.7,4.31,2331.9,-30.88,3770.14,2833.28,2.55,-3.54,-9417.55,14.34,50.73,496.35,15907.5,193.95,6,-342.84,20.66,-2776.94,5,223.52,224.55
-275.52,1932.81,5.8,-16.8,-7918.32,UK,4029.72,-260.04,High,413.22,-309.18,17.13,-16.54,-71.96,-2037.94,-33.51,3291.67,6.12,-3529.12,-175.56,2348.67,1838.5,13.39,12.45,-11754.65,-17.66,37.23,284.61,27139.92,402.87,2,-376.08,19.51,-1870.08,1,189.81,2876.65
-212.97,2002.17,1.3,-13.08,19169.16,Rest,4745.26,495.08,Medium,534.54,-242.4,-434.17,-34.54,-141.36,-799.14,-83.46,6136.5,6.87,-3138.92,-40.34,2839.99,1839.54,5.53,-0.18,-12449.57,4.64,51.45,284.19,15562.8,299.19,4,-371.61,21.46,-1224.08,6,169.94,2599.94
-279.36,477.27,142.98,-13.06,12315.3,Europe,3256.32,26.5,Very high,533.16,-417.36,-348.23,-50.36,-86.7,-802.4,-20.71,8457.34,8.11,-18839.36,3.9,2240.46,2766.62,3.44,-19.05,-5713.68,-14.4,30.09,336.6,25920.2,198.15,3,-131.7,23.17,-1702.86,2,145.9,1355.22
-443.46,801.33,1.34,-13.52,4931.67,USA,5066.9,-9.35,Very low,618.42,-220.59,-413.31,-32.16,-126.92,-1375.72,-29.91,-293.65,5.44,-7400.26,-78.22,2330.82,2349.66,1.04,-11.61,-9032.84,-3.38,51.48,365.79,17852.08,406.41,4,-244.02,22.06,-1687.16,2,272.59,733.51
-392.91,1437.51,3.48,-23.9,20305.92,Rest,4282.62,400.91,High,515.7,-295.38,-396.69,-34.46,-123.08,-559.9,-38.11,1225.59,0.09,-8269.64,-119.8,2552.46,3405.94,2.82,-14.76,-8078.42,-8.14,77.16,378.48,16808.58,303.06,3,-358.29,28.98,-2060.64,5,145.73,396.38
-332.97,745.02,1,-16.08,895.29,USA,4152.16,5.94,Low,482.34,-253.77,-490.37,-40.84,-119.36,-1503.14,12.06,-999.75,5.62,-6747.64,-117.34,2581.19,2181.78,3.96,-10.17,-9661.75,-8.8,46.98,112.17,33614.64,354.03,3,-319.38,20.32,-1513.72,3,133.48,583.04
-153.36,1207.11,1.9,-34.12,15891.39,UK,3923.02,162.71,Very low,482.31,-370.35,-996.67,-37.34,-25.18,-924.14,-34.98,1091.42,2.53,-2862.86,-41.72,2216.18,2375.24,3.55,-14.61,-8440.37,-17.1,55.29,313.77,17103.8,110.34,8,-356.58,19.1,-1129.76,6,149.04,-1550.15
-302.67,2773.38,20.08,-18.96,13089.69,UK,3761.48,-49.97,Very high,387.81,-366.09,-836.48,-35.98,-115.56,-1817.06,-37.06,3304.84,0.17,-15296.14,-129.64,2574.67,2324.74,3.63,-9.84,-13575.53,-21.18,18.18,367.92,28389.36,268.56,4,-230.91,20.68,-383.68,5,150.89,2839.52
-228.3,313.83,1.32,-14.92,4838.76,Europe,4603.14,-0.89,High,754.17,-310.08,-458.64,-42.62,-126.84,-602.18,5.75,2531.15,5.51,-8209.24,-103.92,2113.88,1795.76,2.52,2.13,-9366.1,-4.96,58.74,266.64,19021.8,346.92,0,-80.76,11.21,-2050.84,2,144.51,874.75
-246.27,1932,8.56,-13.12,2023.26,Europe,3931.7,15.25,Medium,526.74,-269.67,-652.42,-45.26,-67.8,-1417.46,27.43,7014.72,6.24,2845.86,-47.68,1873.22,2368.04,1.4,-12.78,-5840.88,-5.76,59.88,473.97,20358.56,201.78,4,-335.64,24.6,-699.08,6,171.87,487.89
-561.69,1197.03,0.2,-18.82,-1331.79,Rest,6467.26,-321.26,Medium,509.19,-234.45,-234.14,-31.16,19,-2216.5,-5.6,2526.21,4.62,-17036.1,-103.76,2369.96,2018.68,2.94,-5.94,-11382.56,-0.3,37.92,352.71,23437.46,224.43,4,-345.69,21.42,-849.14,2,136.72,1016.24
-279.66,505.2,2.82,-17.72,-58.26,Rest,4211.68,-82.56,Low,846.69,-279.24,-599.94,-34.02,-49.38,-1007.32,-15.77,6713.72,10.35,-17038.6,-52.44,2219.35,2225.88,8.94,-14.64,-16929.11,-8.12,61.59,58.32,22164.98,361.59,1,-372.96,19.83,-663.9,4,171.32,1716.82
-274.47,2558.4,0.08,-17.7,5158.32,USA,2924.06,-141.98,High,536.97,-268.65,-687.52,-36.12,-80.66,-2308.08,-25.74,2761.31,2.37,-8518.16,96.2,2348.8,3801.44,2.11,-6.27,-12935.25,-12.2,44.46,366.81,15448.86,233.49,5,-254.85,12.9,-1437.54,3,221.78,1396.39
-244.95,1140.54,1.74,-14.2,12718.29,USA,3729,481.84,Low,532.47,-193.05,-391.82,-41.34,-62.92,-772.3,20.53,7679.89,-0.1,-1442.56,-26.46,2550.39,2607.1,3.13,2.46,-11096.17,-10.34,63.66,8.61,8131.06,-90.09,6,-187.23,20.46,-2360.06,7,179.93,89.53
-313.62,1805.85,167.3,-21.02,25983.72,Rest,3833.22,542.66,Low,474.99,-338.31,-903.05,-41.04,-54.62,-1480.32,-15.89,530.08,9.66,-10230.26,-96.66,1546.17,1858.84,6.59,-3.36,-8057.55,3.04,47.76,309.96,26206.46,362.04,5,-181.38,12.1,-1721.94,3,144.15,2157.29
-311.07,2231.04,0.04,-22.62,7940.07,Rest,3185.98,-54.07,Medium,499.95,-183.24,-791.17,-40.32,-141.6,-2171.24,8.8,5774.21,5.93,-6301.56,-53.18,2351.06,2826.26,6.27,-11.76,-5765.98,1.54,38.46,255.42,17768.14,237.75,4,-270.84,16.62,-1844.7,7,152.33,-150.32
-238.35,1736.82,0.06,-29.58,11064.24,USA,4827.84,-354.85,Very high,826.95,-275.7,-510.86,-38.72,-8.98,-1411.58,-7.06,-2229.26,4.48,937.96,-64.96,2760.74,3946.16,3.65,-4.59,-12341.57,9.24,55.41,251.67,24319.68,190.26,3,-272.4,20.84,-1450.3,2,175.65,459.71
-165.12,1708.23,2.04,-14.7,10083.81,UK,4181.1,318.04,High,405.96,-269.28,-424.3,-26,-74.04,-676.98,-48.28,5538.04,0.86,-6858.94,-173.58,2488.42,2301.04,2.54,-1.53,-12661.1,-7.24,44.67,-13.71,23271.44,227.73,5,-195.93,18.5,-1072.98,2,153.67,2776.1
-217.26,2258.94,0.02,-26.94,7596.78,Europe,3679.56,585.13,High,347.7,-256.65,-168.8,-39.54,-40.2,-1716.5,13.83,3103.23,5.99,1088.14,-108.56,1984.8,2120.98,3.23,-13.62,-10592,17.1,31.35,231.18,15337.74,246.48,4,-214.65,18.87,-2397.06,4,149.75,71.34
-426.36,1379.04,0.42,-21.98,9445.62,Rest,4560.26,553.66,Medium,408.6,-71.61,-840.1,-49.36,-88.32,-1728.06,-14.98,2433.94,2.97,-16498.84,-191.46,2342.74,2346.12,3.61,13.44,-8485.68,-14.4,22.02,376.65,23646.08,288.21,7,-352.26,15.84,-2592.42,7,174.63,-145.59
113.25,1280.73,1.18,-15.18,5620.56,USA,3192.86,-0.27,Very low,83.88,-147.12,-454.61,-39.12,-100.54,-2197.48,3.67,1827.25,3.64,-13306.66,-77.38,2240.86,1518.44,6.08,-9.21,-9152.85,-14.72,51.72,269.1,31710.98,170.4,5,-326.1,19.94,-1750.34,3,69.09,395.8
-154.05,1198.11,15.94,-20.5,4038.72,Europe,3951.88,-220.81,Low,313.8,-265.47,-399.12,-34.7,-83.44,-2460.98,-80.68,1700.41,6.57,-7216.86,-18.94,2430.71,2410.22,1.01,-12.21,-3716.75,-13.6,39.45,215.91,24312.12,231.12,1,-373.5,19.71,-1750.72,7,181.81,-47.8
-268.38,532.23,13.14,-16.84,-19302.51,Rest,2416.84,93.98,Low,242.13,-279.6,-804.59,-35.44,-9.84,-1754.82,-17.5,3420.82,7.52,-14217.46,-155.78,2780.15,2780.18,2.68,4.38,-9503.09,-7.26,33.18,343.32,22801.34,296.79,5,-256.32,27.57,-774.44,2,136.31,1322.09
-178.02,1661.94,2.7,-31.1,-1776.6,USA,3779.02,314.3,Low,501.66,-417.66,-245.01,-35.7,-96.92,-1915.08,-43.51,1807.24,0.86,-20709,-91.42,2167.95,2976.02,3.63,-32.31,-14187.91,-7.72,42.54,450.87,22118.94,394.14,3,-339,17.2,-1841.44,4,155.28,-46.74
-273.9,1828.02,0.02,-15.14,1480.65,Europe,2786.1,-448.25,High,516.24,-113.82,-389.74,-40.08,-47.46,-1403.7,-2.96,197.53,1.79,-17088.58,-32.26,2724.3,3161.46,3.33,-19.71,-7629.33,-4.7,56.76,264.66,17033.8,358.47,3,-288.09,20.63,-769.42,5,134.68,215.81
118.2,1259.85,1.46,-18.38,3711.09,Europe,4090.02,146.52,Low,494.4,-93.9,-601.63,-32.38,-50.22,-1865.42,-43.21,1207.55,7.76,-9644,-159.4,2442.85,2702.52,2.52,-8.67,-6473.1,-44.44,53.52,454.89,19688.28,319.41,5,-374.55,22.09,-1162.64,3,170.55,131.39
-152.31,1753.53,0.42,-22.42,13581.6,Rest,3888.66,200.02,Very low,398.61,-297.24,-1101.51,-46.56,-128.66,-2183.36,-13.26,4649.2,1.12,-6350.52,-23.58,2105.11,2353.82,3.43,-7.83,-8717.68,-10.36,28.59,331.38,23394.96,265.17,5,-248.13,19.51,-779.38,6,124.78,-146.49
-248.37,369.33,2.1,-12.46,-11064.93,UK,3805.66,319.08,Very high,554.88,-224.58,-775.36,-38,-69.96,-2483.94,-50.47,8438.53,5,9949.64,-83.72,1388.72,2724.24,2.48,-27.12,-11548.15,-16.4,41.13,379.98,25157.7,148.89,3,-251.07,23.86,-2040.5,5,54.32,2230.45
-217.26,2556.66,0.06,-23.34,4248.72,Rest,4161.16,83.82,Very low,552.27,-414.39,-534,-39.12,-107.52,-639.94,-9.56,374.55,0.24,-3779.22,-103.3,2114.25,3042.72,2.5,-13.8,-6986.75,-8.54,49.5,275.01,30726.72,155.76,6,-295.92,19.77,-1064,3,156.79,-121.04
-434.67,2281.35,0.74,-23.76,9087.21,USA,2812.88,-6.54,High,480.84,-181.23,-725.01,-44.7,-21.44,-2516.32,-68.01,1685.12,1.57,739.72,-96.38,2689.52,2163.64,3.91,-2.82,-10573.06,-4.3,76.11,389.28,21529.24,170.97,3,-207.57,15.47,-340.6,2,186.24,1295.07
-23.58,3093.72,2.32,-18.96,-1476.57,Rest,4117.32,-78.26,Very high,566.94,-384.75,-736.61,-32.5,-143.3,-2638.8,-39.45,2839.49,6.69,-16370.7,34.56,2238.21,2396.1,5.53,-2.91,-3100.99,-7.46,41.25,207,26796.84,-235.23,4,-349.59,27.6,-575.88,7,144.21,1073.08
-62.82,970.2,0.08,-14.54,1454.46,USA,2198.22,-132.12,Very high,568.38,-45.87,-186.31,-36.22,-69.62,-1024.74,-42.1,4223.46,1.85,-10688,-92.64,2427.29,2384.22,2.51,0.18,-5426.43,-8.36,50.67,388.77,19494.68,204.99,3,-218.94,4.64,-1505.5,5,148.15,440.17
-408,740.61,232.36,-19.08,3922.17,USA,2953.66,20.42,Medium,502.02,-419.34,-806.12,-39.72,-141.04,-1151.32,-28.53,7219.83,0.02,-9792.32,-29.62,2786.58,1724.9,0.35,-15.39,-6818.51,-7.78,43.2,280.59,25946.28,222,5,-313.02,26.27,-597.2,4,143.22,817.38
-188.07,2058,0.22,-16.4,3604.5,Rest,2178.56,215.21,Very high,489.36,-251.67,-838.55,-26.04,40.3,-1607.28,-43.38,-2214.84,8.27,-8441.26,-87.72,1477.62,1985.58,9.76,-14.73,-11113.37,10.18,28.41,201.03,27898.68,353.19,2,-270.39,17.23,-2015.92,6,197.11,2449.37
-282.87,1114.41,239.6,-15.04,14725.32,Rest,2598.28,-34,Very low,587.52,-275.64,-879.42,-38.42,-101.94,-1887,-25.66,1688.08,6.16,-8975.62,-157.08,2835.18,2915.32,0.56,-16.29,-12643.09,-9.36,53.67,240.3,25904.14,228.57,2,-390.06,20.53,-1238.6,4,164.87,3269.37
-275.1,1351.62,0.98,-19.26,15747.06,UK,3726.86,582.76,Medium,564.03,-267.36,-450.81,-33.04,-175.92,-833.9,9.37,2008.94,1.5,-10388.82,-108.2,2389.7,2599.64,2.43,-29.25,-7321.04,-13.1,49.59,143.04,25404.08,184.86,3,-166.14,19.69,-1380.34,8,216.21,-994
-260.28,2221.05,0.16,-17.94,16777.53,UK,4151.42,710.32,Medium,318.45,-374.43,-661.16,-43.36,75.82,-1363.58,26.75,400.13,1.47,-6884.02,-181.24,2486.76,2020.94,4.42,-25.98,-3183.79,-34.74,43.62,245.7,19817.78,230.4,4,-338.85,24.64,-1203.34,2,152.99,891.79
-250.65,1703.31,0.08,-20.9,-4097.58,Europe,4109.72,348.66,High,322.02,-101.04,-163.47,-39.42,0.9,-2368.5,-5.47,5354.58,5.64,-13967.56,-83.14,2267.36,2990.58,5.81,-4.05,-6431.91,-5.84,62.7,304.86,23737.38,256.41,5,-230.94,16.99,-1060.74,6,160.25,-63.25
-356.07,732.93,886.14,-19.2,7619.07,Europe,2413.5,455.06,High,394.11,-150.51,-545.81,-18.6,-45.1,-1798.62,-40.44,1341.62,5.28,-14807.3,-89.84,2480.66,2523.54,3.32,-13.02,-9583.14,-17.06,45.03,354,22759.18,254.55,4,-335.31,22.04,-445.1,5,217.85,770.96
-162.75,2812.47,8.82,-14.12,6605.91,USA,2619.62,500.75,Very low,461.4,-659.7,-120.66,-32.3,18.8,-2198.76,-27.04,-886.48,3.88,-12728.98,-42.62,1790.19,2766.52,2.78,-35.37,-3723.9,-17.44,42.24,242.04,12600.86,254.91,7,-210.84,19.69,-2327.42,2,152.13,1204.76
-219.03,569.61,608.08,-20.42,11212.08,UK,3701.84,-87.65,Very high,531.75,-431.37,-644.12,-40.48,-90.38,-2059.04,-35.13,630.98,6.93,-1929.28,-0.92,2784.3,2912.88,4.39,4.74,-3444.29,-2.42,51.78,326.97,17127.16,305.22,1,-553.86,22.59,-1937.64,5,158.44,1718.83
-118.59,2656.44,5.28,-26.14,-4563.33,USA,4441.66,125.82,Very low,405.66,-405.75,-1358.58,-39.72,-13.98,-972.68,-60.3,3584.12,7.29,-5055.04,-65.62,1468.35,2603.78,0.36,-7.5,-11221.03,-16.96,48.18,294.78,19670.8,33.24,3,-353.34,14.69,-2158.82,5,233.65,269.38
-178.26,746.13,1.78,-15.6,14211.54,UK,3257.28,30.57,Low,470.94,-265.71,-698.16,-49.5,15.88,-1544.32,-66.79,4208.22,2.18,-466.08,-137.78,2800.28,2628.72,7.2,-8.7,-9818.61,-8.2,42,238.8,18048.54,400.47,2,-258.3,20.39,-1369.44,5,136.24,47.1
-244.5,2812.44,3.14,-16.58,2177.31,UK,3326.14,778.24,Very low,404.49,-102.03,-44.58,-39.78,22.9,-1744.78,-57.44,2892.19,1.89,-12274.1,-17.72,2554.57,3281.36,11.86,-17.76,-8480.41,-9.96,37.29,336.84,24158.88,264.63,3,-437.85,15.44,-1253.3,3,197.41,2042.21
-283.11,607.08,0.18,-15.06,5273.64,USA,1161.36,-11.8,Low,375.48,-356.82,-633.56,-35.46,16.98,-2387.02,-35.47,-2788.49,5.73,-10005.48,-204.6,2288.56,1896.8,4.63,5.04,-7289.16,-0.12,47.94,266.4,16683.36,151.62,4,-339.9,18.84,-2852.58,6,150.08,-595.57
-403.14,2007.81,6.56,-18.78,16246.29,UK,4976.2,107.29,High,510.96,-321.72,-818.01,-37.18,-153.2,-2197.68,-12.02,7044.07,6.5,-18257.44,-91.52,2784.76,2418.5,3.35,2.43,-8324.45,-8.1,59.91,253.35,19221.62,457.65,3,-172.98,20.13,-695.48,1,146.31,2751.82
-218.07,2329.26,0.04,-27.38,10160.19,Rest,3300.74,446.77,Low,266.97,-305.43,142.74,-44.08,-98.72,-1283.2,-46.8,3302.58,4.96,-15934.14,-61.62,1638.03,2712.52,5.75,9.72,-9689.13,-11.3,41.85,355.5,6434.1,205.23,3,-503.97,20.14,-2009.06,6,121.19,-149.01
-175.08,2961.6,4.62,-17.34,13995.93,UK,2304.1,269.88,High,397.41,-107.43,-531.22,-28.94,-117.8,-604.32,-73.31,4139.03,5.25,-13722.1,46.54,2383.11,2544.12,5.73,-9.66,-9773.74,-10.88,44.67,368.67,20786.28,50.94,3,-359.61,18.63,-1963.38,4,191.14,2746.32
-469.77,2845.38,0.62,-17.52,-120.36,Rest,4277.62,240.45,Low,805.29,-286.29,-430.76,-36.42,19.54,-2110.86,-2.61,2447.06,4.85,-5636.38,1.4,2390.33,3117.92,1.73,-18.45,-5610.24,-1.54,63.18,371.67,20296.82,288.39,3,-247.74,21.72,-1100.66,3,176.22,1966.17
-188.19,1153.5,7.24,-24.8,17341.08,Rest,3511.5,364.08,Low,501.93,-402.48,-221.24,-39.38,-111.84,-675.76,-99.02,2602.52,4.5,-13449.06,-63.92,2623.06,3514.08,4.88,-22.74,-4971.74,-20.28,15.63,407.97,34720,216.45,4,-255.39,24.07,-860.58,5,166.27,-130.06
-135.66,2301.66,4.28,-27.58,-5251.32,Europe,3966.16,458.87,Very high,240.81,-406.98,-654.18,-41.38,-69.88,-2346.76,-31.26,3236.5,5.77,-12265.64,-106.02,2301.62,2029.82,1.56,-19.98,-10823.49,-2.12,48.9,204.15,31954.86,292.65,5,-337.77,23.84,-2003.78,3,160.87,621.21
-298.77,2154.99,3.72,-24.9,-2635.17,USA,3308.84,600.29,Very low,449.73,-474.12,-24.69,-40.66,18.08,-1948.24,-40.16,-2095.52,7.57,-21102.84,-175.52,2019.22,2195.28,9.18,-3.36,-6444.75,-6.88,44.91,271.38,21347.52,240.87,4,-381.72,13.18,-1922.6,6,136.36,-616.26
-193.89,927.3,0.34,-20.42,2912.16,USA,3580.68,-48.56,Very low,558.12,-289.86,-620.62,-43.62,-97.42,-1096.12,-52.83,6622.9,5.14,-8133.6,-124.78,2369.66,2584.14,1.91,-4.89,-11949.96,-2.46,24.69,336.39,28350.12,159.09,2,-424.86,25.18,-1977.08,3,265.19,136.89
-229.38,1851.15,3.06,-29.32,12332.28,Rest,3793.3,232.6,Very high,609.96,-339.84,-377.44,-40.36,-34.94,-566.48,-18.39,757.25,2.88,-4091.64,-35.7,2272.95,3376.12,2.72,-1.89,-727.36,6.82,41.43,380.25,22014.76,77.22,5,-395.52,26.2,-1358.22,4,191.04,-86.39
-331.8,1166.91,0.98,-17.8,-4823.25,Rest,4579.9,615.41,Very low,390.03,-201,-469.25,-37.56,30.44,-1260.36,-2.38,6795.73,4.97,-17962.1,-110.36,2200.47,2574.9,2.98,-6.36,-11379.38,-10.62,57.75,179.49,20358.7,45.18,5,-371.22,17.87,-1805.34,3,145.36,394.03
-580.95,2136.15,0.06,-19.24,11129.67,Europe,3697.3,184.56,High,265.02,-584.31,-419.38,-41.02,-42.42,-1174.78,-57.2,2697.77,2,-1072.28,-0.84,1597.53,2067.3,9.52,-53.34,-12366.01,-12.2,59.91,412.8,13377.12,228.57,4,-302.1,14.08,-1231.92,2,194.32,670.41
-240.48,1793.82,1.2,-26.7,4830.18,USA,3600.68,-481.76,Very low,268.71,-672.84,271.49,-35.06,-130.52,-1044.18,-49.1,7466.43,0.47,-14627.54,-108.74,2413.23,1836.24,3.32,4.95,-7247.03,1.72,55.95,173.19,31168.76,285.63,6,-368.85,19.74,-1987.26,7,184.52,-1617.98
-394.86,1573.14,7.56,-23.24,7122.75,Europe,3712.02,-151.52,Low,266.25,-363.87,-111.88,-38.08,-103.6,-1365.24,37.32,-1990.83,6.33,-2474.02,-140.94,2540.71,2008.12,3.26,-2.49,-6776.53,-3.14,51.42,318.15,19139.24,164.04,2,-435.99,19.08,-2189.58,4,187.75,131.54
-144.24,1500.21,0.1,-20.5,9951.45,Europe,3794.72,292.26,Low,469.74,-257.94,-178.07,-34.98,-62.62,-418.94,-15.42,-954.95,-0.17,-8648.86,-38.84,2223.93,1743.36,7.36,-36.3,-12485.88,-2.2,95.76,303.75,12643.98,399.18,7,-436.74,18.49,-825.52,2,224.74,105.75
-27,118.68,16.68,-15.34,-3770.49,UK,3766.28,187.52,Very low,276.75,-181.62,-575.37,-35.24,-57.8,-1992.18,-5.27,6084.7,2.78,-13943.6,-7.68,2294.02,2949.94,6.37,-13.86,-3937.93,-6.84,48.15,285.69,24015.3,307.11,3,-444.48,23.44,-1552.88,5,214.19,-1015.81
-148.86,1320.3,0.08,-14.18,-7811.04,Europe,2580.38,453.54,Very high,381,-225.15,-410.92,-39.46,26.62,-678.98,-81.44,4497.22,6.37,-12641.6,-98.16,2921.28,2331.4,3.77,-4.83,-9395.61,-11.1,49.44,364.89,23752.16,318.27,1,-216.84,14.96,-962.84,5,183.56,659.81
-179.88,1489.32,0.84,-16,13259.43,Europe,3935.26,218.06,Very low,463.59,-220.95,-1309.57,-40.08,-133.48,-1637.82,-18.31,7454.63,5.61,-3001.36,-88.72,2980.94,2478.86,2.8,-6.9,-13865.66,-6.9,23.34,299.31,20442.26,366.69,1,-298.98,22.6,-1098.36,3,58.48,648.65
-74.82,4007.82,205.32,-17.18,13763.13,UK,3530.6,-254.59,Medium,504.66,-180.6,54.33,-40.44,-70.74,-1041.8,-20.29,2243.28,-1.02,-5488.98,-94.98,2327.13,2388.14,2.25,-6.72,-10045.6,-10.9,35.4,342.03,24312.56,350.13,6,-313.77,20.27,-1553.74,5,172.39,2857.98
111.18,1508.07,0.54,-17.22,13146.57,Europe,5010.24,150.76,High,417.36,-539.67,-983.99,-39.72,12.16,-1514.7,-43.11,3276.8,4.87,-4930.96,-207.26,2781.26,2265.08,2.59,-11.88,-3677.79,-5.06,48.96,311.88,26533.66,222.6,5,-143.94,20.05,-839.42,2,192.92,390.73
-145.29,1981.17,0.02,-22.52,2659.41,UK,3891.82,173.9,Medium,347.13,-255.15,-505,-37.2,25.92,-1404.02,-41.07,-2498.43,4.31,-9234.74,-217.58,982.29,2591.56,0.74,0.12,-7819.8,-8.24,36.78,356.52,26922.92,272.7,2,-598.44,19.55,-1976.54,6,158.68,-1133.51
-245.46,1900.92,0.5,-23.8,-12302.7,UK,3455.34,307.12,Very low,440.22,-307.17,-1177.91,-32.58,-136.64,-1019.88,2.8,-1570.3,5.26,3161.4,-152.34,2376.39,3454.26,6.29,3.48,-9168.74,-8.62,54.42,307.59,18774.28,228.45,4,-154.47,22.22,-1521.66,6,101.37,-1312.55
-355.68,1598.46,0.02,-17.9,3104.04,Europe,3878.26,102.46,Medium,552.57,-298.29,-343.23,-37.18,-30.22,-1743.48,-18.57,-3576.18,7.05,-18829.1,-25.06,1774.1,2632.76,3.74,-10.77,-8218.3,-18.74,68.37,243.24,22937.16,228.81,4,-264.87,18.93,-461.84,4,177.12,21.65
-96.27,-69.06,876.52,-36.04,38759.97,UK,3476.22,158.1,Very low,479.82,-15.45,-999.24,-35.7,85.18,-479.06,-50.9,4237.25,2.08,-2887.16,-39.92,2189.29,990.5,3.24,-5.31,-5947.51,-10.08,61.62,558.45,28521.84,270.81,2,-115.35,14.69,-1599.92,3,295.46,-1410.42
-189.63,2394.66,213.1,-33.48,-2548.83,Europe,2817,227.58,Very high,665.67,-293.67,-327.01,-35.5,-73.24,-943.78,-16.57,-3029.95,5.13,628.22,-97.84,2533.09,3289.52,3.91,-14.46,-12391.46,0.22,39.72,283.44,20702.7,353.67,7,-260.61,22.58,-776.66,1,201.62,858.55
-387.21,1030.29,2.16,-21.56,-3668.07,Rest,4181.86,14.48,Very low,525.93,-281.76,-455.61,-32.04,-126.34,-1002.86,71.96,2466.62,-0.61,-12423.78,-156,1824.6,2830.92,4.57,-6.36,-9832.43,-7.74,25.95,282.96,18234.52,363.51,5,-420.48,23.04,-2445.28,3,149.85,-44.74
-147.54,1513.17,61.8,-21.3,13109.64,UK,3741.84,-123.11,High,603.78,-316.92,-229.62,-44.9,39,-1871.28,-73.48,3624.69,4.65,-4153.66,-82.8,2430.86,2588.62,1.41,-40.59,-6046.19,-12.1,47.01,280.77,22292.96,125.79,5,-319.71,16.58,-1850.66,5,197.45,730.7
-324.75,177.27,0.06,-26.96,3421.35,UK,5594.8,437.75,Very low,427.59,-292.68,-632.62,-35.94,-30.42,-1171.14,-43.25,5475.06,1.34,-13877.18,-15.48,2869.01,2275.84,1.69,31.29,-13484.85,-10.52,47.67,378.72,18984.44,323.43,4,-332.85,24.04,-606.06,2,133.28,-1362.15
-262.17,591.6,2.54,-16.34,-867.87,Europe,2814.3,-230.22,High,826.98,-145.92,-816.57,-32.56,-64.32,-1875.54,-18.9,7168.84,-0.27,-6292.88,-58.54,1900.29,2072.28,5.46,-2.58,-7113.6,-9.3,72.33,181.77,22849.66,405.54,4,-395.01,18.86,-772.7,1,159.12,617.96
-205.71,1583.4,2.18,-16.6,11310.99,Rest,5184.16,-49.66,High,522.15,-288.12,-547.22,-55.52,-104.76,-2163.78,-68.3,4444.83,5.5,-13872.8,-96.74,1701.73,2389.5,3.72,-12.33,-6613.94,-4.64,46.92,310.56,18163.7,154.89,4,-381.72,9.37,-961.96,3,203.48,2332.87
-246.18,563.73,745.3,-31.48,23200.14,USA,4653.6,331.03,Medium,329.67,-30.63,-474.47,-34.4,1.78,-1509.32,-4.17,1183.17,4.48,-8459.4,-24.06,2143.18,1857.86,4.87,6.12,-11760.99,-6.92,30.93,300.51,30204.88,306.06,3,-184.41,19.15,-1258.14,3,135.4,571.62
-187.59,2304.12,0.56,-14.16,8452.59,Rest,3391.62,-331.54,Very low,624.78,-102.99,-910.64,-12.46,-94.38,-1247.7,-5.35,3544.05,2.2,-7433.2,-120.02,1935.77,2021.4,5.44,-10.26,-6831.76,-2.72,57.78,276.15,27505.36,288.96,6,-280.71,20.27,-1747.68,3,25.77,494.69
-210,1259.25,0.28,-14.24,1329.39,Rest,4096.64,340.14,Very high,508.8,-324.99,-843.94,-39.6,-127.6,-1565.86,-38.71,7137.98,6.04,774.84,-65.52,2291.68,3423.86,12.87,-7.05,-13291.29,-8.8,24.36,261.3,19097.2,483.06,1,-442.11,18.72,-563.5,5,243.33,3204.19
-373.41,1364.64,0.96,-15,10729.32,USA,4089.46,679.79,Medium,464.31,-266.88,-956.22,-19.22,-54.46,-2105.5,-79.2,4932.88,0.91,-9444.78,-77.36,2795.41,2324.42,8.64,-2.16,-14360.48,-8.54,61.8,348.21,25744.44,344.34,4,-342.57,21.31,-879.82,5,242.14,1133.74
-149.64,-146.13,0.06,-16.78,-2971.68,USA,3088.98,30.75,Very high,642.66,-316.11,-850.4,-34.44,-59.76,-1653.06,-9.7,370.87,4.57,-17916.98,-5.86,1923.42,3036.54,3.33,24.06,-7582.79,-8.1,66.66,338.76,15699.18,-40.29,5,-320.79,19.2,-1218.4,6,168.79,-523.09
-156.66,4083.78,123.68,-32.86,8019.06,Rest,3702.38,627.17,High,465.57,-157.71,-499.36,-37.54,42.66,-2185.06,-63.63,4304.19,-1.09,-10839.94,-102.76,2563.98,3204.82,0.45,5.97,-9405.58,-0.28,40.23,334.5,18541.14,229.56,6,-358.41,19.99,-753.66,4,165.03,2842.05
-263.4,2118.9,38.92,-14.82,13497.48,Rest,4168.46,618.03,Very high,493.44,-466.74,-579.8,-44.02,-36.1,-953.46,3.76,2112.47,3.27,-11404.56,-75.6,2100.38,1931.58,7.27,-2.13,-12752.1,-39.68,37.08,382.65,20132.16,206.22,2,-289.53,15.91,-859.38,6,222.22,3784.99
